Name	HeroID	SkillID	SkillSlot	SkillType	SkillFuncType	StopDeath	ResLevel	AwakenType	SkillLevel	SkillCD	IsAwakeSkill	IsCharge	ChargeBuffID	TimeBuffID	TargetCamp	OperationType	SkillAIType
赛特_技能2_等级2_共鸣6	25	621	2	主动技	单体		6	0	2	4					敌方	选择单体	伤害效果
赛特_技能2_等级3_共鸣6	25	622	2	主动技	单体		6	0	3	4					敌方	选择单体	伤害效果
赛特_技能2_等级4_共鸣6	25	623	2	主动技	单体		6	0	4	4					敌方	选择单体	伤害效果
赛特_技能2_等级5_共鸣6	25	624	2	主动技	单体		6	0	5	3					敌方	选择单体	伤害效果
赛特_技能3_等级1	25	30	3	主动技	单体		0	0	1	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级2	25	31	3	主动技	单体		0	0	2	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级3	25	32	3	主动技	单体		0	0	3	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级4	25	33	3	主动技	单体		0	0	4	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级5	25	34	3	主动技	单体		0	0	5	3	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级1_觉醒	25	3030	3	主动技	单体		0	3	1	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级2_觉醒	25	3031	3	主动技	单体		0	3	2	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级3_觉醒	25	3032	3	主动技	单体		0	3	3	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级4_觉醒	25	3033	3	主动技	单体		0	3	4	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级5_觉醒	25	3034	3	主动技	单体		0	3	5	3	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级1_共鸣1	25	130	3	主动技	单体		1	0	1	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级2_共鸣1	25	131	3	主动技	单体		1	0	2	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级3_共鸣1	25	132	3	主动技	单体		1	0	3	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级4_共鸣1	25	133	3	主动技	单体		1	0	4	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级5_共鸣1	25	134	3	主动技	单体		1	0	5	3	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级1_觉醒_共鸣1	25	3130	3	主动技	单体		1	3	1	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级2_觉醒_共鸣1	25	3131	3	主动技	单体		1	3	2	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级3_觉醒_共鸣1	25	3132	3	主动技	单体		1	3	3	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级4_觉醒_共鸣1	25	3133	3	主动技	单体		1	3	4	4	TRUE				敌方	选择单体	伤害效果
赛特_技能3_等级5_觉醒_共鸣1	25	3134	3	主动技	单体		1	3	5	3	TRUE				敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级1	26	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级2	26	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级3	26	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级4	26	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级5	26	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级1_共鸣1	26	110	1	主动技	单体		1	0	1	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级2_共鸣1	26	111	1	主动技	单体		1	0	2	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级3_共鸣1	26	112	1	主动技	单体		1	0	3	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级4_共鸣1	26	113	1	主动技	单体		1	0	4	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能1_等级5_共鸣1	26	114	1	主动技	单体		1	0	5	0					敌方	选择单体	伤害效果
阿芙洛狄忒_技能2_等级1	26	20	2	主动技			0	0	1	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级2	26	21	2	主动技			0	0	2	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级3	26	22	2	主动技			0	0	3	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级4	26	23	2	主动技			0	0	4	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级5	26	24	2	主动技			0	0	5	3	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级1_觉醒	26	3020	2	主动技			0	3	1	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级2_觉醒	26	3021	2	主动技			0	3	2	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级3_觉醒	26	3022	2	主动技			0	3	3	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级4_觉醒	26	3023	2	主动技			0	3	4	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级5_觉醒	26	3024	2	主动技			0	3	5	3	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级1_共鸣6	26	620	2	主动技			6	0	1	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级2_共鸣6	26	621	2	主动技			6	0	2	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级3_共鸣6	26	622	2	主动技			6	0	3	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级4_共鸣6	26	623	2	主动技			6	0	4	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级5_共鸣6	26	624	2	主动技			6	0	5	3	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级1_觉醒_共鸣6	26	3620	2	主动技			6	3	1	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级2_觉醒_共鸣6	26	3621	2	主动技			6	3	2	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级3_觉醒_共鸣6	26	3622	2	主动技			6	3	3	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级4_觉醒_共鸣6	26	3623	2	主动技			6	3	4	4	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能2_等级5_觉醒_共鸣6	26	3624	2	主动技			6	3	5	3	TRUE				友方	直接释放	伤害效果
阿芙洛狄忒_技能3_等级1	26	30	3	主动技			0	0	1	5					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级2	26	31	3	主动技			0	0	2	5					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级3	26	32	3	主动技			0	0	3	5					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级4	26	33	3	主动技			0	0	4	5					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级5	26	34	3	主动技			0	0	5	4					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级1_共鸣6	26	630	3	主动技			6	0	1	5					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级2_共鸣6	26	631	3	主动技			6	0	2	5					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级3_共鸣6	26	632	3	主动技			6	0	3	5					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级4_共鸣6	26	633	3	主动技			6	0	4	5					友方	选择单体	护盾
阿芙洛狄忒_技能3_等级5_共鸣6	26	634	3	主动技			6	0	5	4					友方	选择单体	护盾
美杜莎_技能1_等级1	27	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
美杜莎_技能1_等级2	27	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
美杜莎_技能1_等级3	27	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
美杜莎_技能1_等级4	27	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
美杜莎_技能1_等级5	27	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
美杜莎_技能1_等级6	27	15	1	主动技	单体		0	0	6	0					敌方	选择单体	伤害效果
美杜莎_技能2_等级1	27	20	2	被动技			0	0	1	0					敌方	选择单体	
美杜莎_技能3_等级1	27	30	3	主动技	群攻		0	0	1	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级2	27	31	3	主动技	群攻		0	0	2	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级3	27	32	3	主动技	群攻		0	0	3	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级4	27	33	3	主动技	群攻		0	0	4	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级5	27	34	3	主动技	群攻		0	0	5	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级6	27	35	3	主动技	群攻		0	0	6	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级1_觉醒	27	3030	3	主动技	群攻		0	3	1	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级2_觉醒	27	3031	3	主动技	群攻		0	3	2	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级3_觉醒	27	3032	3	主动技	群攻		0	3	3	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级4_觉醒	27	3033	3	主动技	群攻		0	3	4	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级5_觉醒	27	3034	3	主动技	群攻		0	3	5	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级6_觉醒	27	3035	3	主动技	群攻		0	3	6	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级1_共鸣1	27	130	3	主动技	群攻		1	0	1	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级2_共鸣1	27	131	3	主动技	群攻		1	0	2	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级3_共鸣1	27	132	3	主动技	群攻		1	0	3	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级4_共鸣1	27	133	3	主动技	群攻		1	0	4	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级5_共鸣1	27	134	3	主动技	群攻		1	0	5	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级6_共鸣1	27	135	3	主动技	群攻		1	0	6	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级1_觉醒_共鸣1	27	3130	3	主动技	群攻		1	3	1	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级2_觉醒_共鸣1	27	3131	3	主动技	群攻		1	3	2	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级3_觉醒_共鸣1	27	3132	3	主动技	群攻		1	3	3	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级4_觉醒_共鸣1	27	3133	3	主动技	群攻		1	3	4	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级5_觉醒_共鸣1	27	3134	3	主动技	群攻		1	3	5	4	TRUE				敌方	直接释放	伤害效果
美杜莎_技能3_等级6_觉醒_共鸣1	27	3135	3	主动技	群攻		1	3	6	4	TRUE				敌方	直接释放	伤害效果
塞赫麦特_技能1_等级1	28	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级2	28	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级3	28	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级4	28	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级5	28	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级1_共鸣1	28	110	1	主动技	单体		1	0	1	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级2_共鸣1	28	111	1	主动技	单体		1	0	2	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级3_共鸣1	28	112	1	主动技	单体		1	0	3	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级4_共鸣1	28	113	1	主动技	单体		1	0	4	0					敌方	选择单体	伤害效果
塞赫麦特_技能1_等级5_共鸣1	28	114	1	主动技	单体		1	0	5	0					敌方	选择单体	伤害效果
塞赫麦特_技能2_等级1	28	20	2	主动技	单体		0	0	1	3	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级2	28	21	2	主动技	单体		0	0	2	3	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级3	28	22	2	主动技	单体		0	0	3	3	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级4	28	23	2	主动技	单体		0	0	4	3	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级5	28	24	2	主动技	单体		0	0	5	2	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级1_觉醒	28	3020	2	主动技	单体		0	3	1	3	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级2_觉醒	28	3021	2	主动技	单体		0	3	2	3	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级3_觉醒	28	3022	2	主动技	单体		0	3	3	3	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级4_觉醒	28	3023	2	主动技	单体		0	3	4	3	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能2_等级5_觉醒	28	3024	2	主动技	单体		0	3	5	2	TRUE				敌方	选择单体	伤害效果
塞赫麦特_技能3_等级1	28	30	3	主动技	单体		0	0	1	5					敌方	直接释放	伤害效果
塞赫麦特_技能3_等级2	28	31	3	主动技	单体		0	0	2	5					敌方	直接释放	伤害效果
塞赫麦特_技能3_等级3	28	32	3	主动技	单体		0	0	3	5					敌方	直接释放	伤害效果
塞赫麦特_技能3_等级4	28	33	3	主动技	单体		0	0	4	5					敌方	直接释放	伤害效果
塞赫麦特_技能3_等级5	28	34	3	主动技	单体		0	0	5	4					敌方	直接释放	伤害效果
霍德尔_技能1_等级1	29	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
霍德尔_技能1_等级2	29	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
霍德尔_技能1_等级3	29	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
霍德尔_技能1_等级4	29	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
霍德尔_技能1_等级5	29	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
霍德尔_技能2_等级1	29	20	2	被动技	单体		0	0	1	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级2	29	21	2	被动技	单体		0	0	2	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级3	29	22	2	被动技	单体		0	0	3	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级4	29	23	2	被动技	单体		0	0	4	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级5	29	24	2	被动技	单体		0	0	5	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级1_觉醒	29	3020	2	被动技	单体		0	3	1	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级2_觉醒	29	3021	2	被动技	单体		0	3	2	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级3_觉醒	29	3022	2	被动技	单体		0	3	3	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级4_觉醒	29	3023	2	被动技	单体		0	3	4	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级5_觉醒	29	3024	2	被动技	单体		0	3	5	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级1_共鸣1	29	120	2	被动技	单体		1	0	1	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级2_共鸣1	29	121	2	被动技	单体		1	0	2	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级3_共鸣1	29	122	2	被动技	单体		1	0	3	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级4_共鸣1	29	123	2	被动技	单体		1	0	4	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级5_共鸣1	29	124	2	被动技	单体		1	0	5	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级1_觉醒_共鸣1	29	3120	2	被动技	单体		1	3	1	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级2_觉醒_共鸣1	29	3121	2	被动技	单体		1	3	2	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级3_觉醒_共鸣1	29	3122	2	被动技	单体		1	3	3	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级4_觉醒_共鸣1	29	3123	2	被动技	单体		1	3	4	0	TRUE				敌方	选择单体	
霍德尔_技能2_等级5_觉醒_共鸣1	29	3124	2	被动技	单体		1	3	5	0	TRUE				敌方	选择单体	
霍德尔_技能3_等级1	29	30	3	主动技	群攻		0	0	1	5					敌方	直接释放	伤害效果
霍德尔_技能3_等级2	29	31	3	主动技	群攻		0	0	2	5					敌方	直接释放	伤害效果
霍德尔_技能3_等级3	29	32	3	主动技	群攻		0	0	3	5					敌方	直接释放	伤害效果
霍德尔_技能3_等级4	29	33	3	主动技	群攻		0	0	4	5					敌方	直接释放	伤害效果
霍德尔_技能3_等级5	29	34	3	主动技	群攻		0	0	5	4					敌方	直接释放	伤害效果
霍德尔_技能10_等级1	29	100	10	子技能	单体		0	0	1	0					敌方	选择单体	
霍德尔_技能10_等级2	29	101	10	子技能	单体		0	0	2	0					敌方	选择单体	
霍德尔_技能10_等级3	29	102	10	子技能	单体		0	0	3	0					敌方	选择单体	
霍德尔_技能10_等级4	29	103	10	子技能	单体		0	0	4	0					敌方	选择单体	
霍德尔_技能10_等级5	29	104	10	子技能	单体		0	0	5	0					敌方	选择单体	
霍德尔_技能10_等级1_觉醒	29	3100	10	子技能	单体		0	3	1	0					敌方	选择单体	
霍德尔_技能10_等级2_觉醒	29	3101	10	子技能	单体		0	3	2	0					敌方	选择单体	
霍德尔_技能10_等级3_觉醒	29	3102	10	子技能	单体		0	3	3	0					敌方	选择单体	
霍德尔_技能10_等级4_觉醒	29	3103	10	子技能	单体		0	3	4	0					敌方	选择单体	
霍德尔_技能10_等级5_觉醒	29	3104	10	子技能	单体		0	3	5	0					敌方	选择单体	
霍德尔_技能10_等级1_共鸣1	29	200	10	子技能	单体		1	0	1	0					敌方	选择单体	
霍德尔_技能10_等级2_共鸣1	29	201	10	子技能	单体		1	0	2	0					敌方	选择单体	
霍德尔_技能10_等级3_共鸣1	29	202	10	子技能	单体		1	0	3	0					敌方	选择单体	
霍德尔_技能10_等级4_共鸣1	29	203	10	子技能	单体		1	0	4	0					敌方	选择单体	
霍德尔_技能10_等级5_共鸣1	29	204	10	子技能	单体		1	0	5	0					敌方	选择单体	
霍德尔_技能10_等级1_觉醒_共鸣1	29	3200	10	子技能	单体		1	3	1	0					敌方	选择单体	
霍德尔_技能10_等级2_觉醒_共鸣1	29	3201	10	子技能	单体		1	3	2	0					敌方	选择单体	
霍德尔_技能10_等级3_觉醒_共鸣1	29	3202	10	子技能	单体		1	3	3	0					敌方	选择单体	
霍德尔_技能10_等级4_觉醒_共鸣1	29	3203	10	子技能	单体		1	3	4	0					敌方	选择单体	
霍德尔_技能10_等级5_觉醒_共鸣1	29	3204	10	子技能	单体		1	3	5	0					敌方	选择单体	
嫦娥_技能1_等级1	30	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
嫦娥_技能1_等级2	30	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
嫦娥_技能1_等级3	30	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
嫦娥_技能1_等级4	30	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
嫦娥_技能1_等级5	30	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害效果
嫦娥_技能2_等级1	30	20	2	被动技			0	0	1	0	TRUE						
嫦娥_技能2_等级2	30	21	2	被动技			0	0	2	0	TRUE						
嫦娥_技能2_等级3	30	22	2	被动技			0	0	3	0	TRUE						
嫦娥_技能2_等级4	30	23	2	被动技			0	0	4	0	TRUE						
嫦娥_技能2_等级5	30	24	2	被动技			0	0	5	0	TRUE						
嫦娥_技能2_等级1_觉醒	30	3020	2	被动技			0	3	1	0	TRUE						
嫦娥_技能2_等级2_觉醒	30	3021	2	被动技			0	3	2	0	TRUE						
嫦娥_技能2_等级3_觉醒	30	3022	2	被动技			0	3	3	0	TRUE						
嫦娥_技能2_等级4_觉醒	30	3023	2	被动技			0	3	4	0	TRUE						
嫦娥_技能2_等级5_觉醒	30	3024	2	被动技			0	3	5	0	TRUE						
嫦娥_技能2_等级1_共鸣1	30	120	2	被动技			1	0	1	0	TRUE						
嫦娥_技能2_等级2_共鸣1	30	121	2	被动技			1	0	2	0	TRUE						
嫦娥_技能2_等级3_共鸣1	30	122	2	被动技			1	0	3	0	TRUE						
嫦娥_技能2_等级4_共鸣1	30	123	2	被动技			1	0	4	0	TRUE						
嫦娥_技能2_等级5_共鸣1	30	124	2	被动技			1	0	5	0	TRUE						
嫦娥_技能2_等级1_觉醒_共鸣1	30	3120	2	被动技			1	3	1	0	TRUE						
嫦娥_技能2_等级2_觉醒_共鸣1	30	3121	2	被动技			1	3	2	0	TRUE						
嫦娥_技能2_等级3_觉醒_共鸣1	30	3122	2	被动技			1	3	3	0	TRUE						
嫦娥_技能2_等级4_觉醒_共鸣1	30	3123	2	被动技			1	3	4	0	TRUE						
嫦娥_技能2_等级5_觉醒_共鸣1	30	3124	2	被动技			1	3	5	0	TRUE						
嫦娥_技能2_等级1_共鸣6	30	620	2	被动技			6	0	1	0	TRUE						
嫦娥_技能2_等级2_共鸣6	30	621	2	被动技			6	0	2	0	TRUE						
嫦娥_技能2_等级3_共鸣6	30	622	2	被动技			6	0	3	0	TRUE						
嫦娥_技能2_等级4_共鸣6	30	623	2	被动技			6	0	4	0	TRUE						
嫦娥_技能2_等级5_共鸣6	30	624	2	被动技			6	0	5	0	TRUE						
嫦娥_技能2_等级1_觉醒_共鸣6	30	3620	2	被动技			6	3	1	0	TRUE						
嫦娥_技能2_等级2_觉醒_共鸣6	30	3621	2	被动技			6	3	2	0	TRUE						
嫦娥_技能2_等级3_觉醒_共鸣6	30	3622	2	被动技			6	3	3	0	TRUE						
嫦娥_技能2_等级4_觉醒_共鸣6	30	3623	2	被动技			6	3	4	0	TRUE						
嫦娥_技能2_等级5_觉醒_共鸣6	30	3624	2	被动技			6	3	5	0	TRUE						
嫦娥_技能3_等级1	30	30	3	主动技			0	0	1	5					友方	直接释放	治疗
嫦娥_技能3_等级2	30	31	3	主动技			0	0	2	5					友方	直接释放	治疗
嫦娥_技能3_等级3	30	32	3	主动技			0	0	3	5					友方	直接释放	治疗
嫦娥_技能3_等级4	30	33	3	主动技			0	0	4	5					友方	直接释放	治疗
嫦娥_技能3_等级5	30	34	3	主动技			0	0	5	4					友方	直接释放	治疗
阎王_技能1_等级1	31	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害
阎王_技能1_等级2	31	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害
阎王_技能1_等级3	31	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害
阎王_技能1_等级4	31	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害
阎王_技能1_等级5	31	14	1	主动技	单体		0	0	5	0					敌方	选择单体	伤害
阎王_技能2_等级1	31	20	2	主动技			0	0	1	4	TRUE				友方	选择单体	治疗
阎王_技能2_等级2	31	21	2	主动技			0	0	2	3	TRUE				友方	选择单体	治疗
阎王_技能2_等级1_觉醒	31	3020	2	主动技			0	3	1	4	TRUE				友方	选择单体	治疗
阎王_技能2_等级2_觉醒	31	3021	2	主动技			0	3	2	3	TRUE				友方	选择单体	治疗
阎王_技能2_等级1_共鸣6	31	620	2	主动技			6	0	1	4	TRUE				友方	选择单体	治疗
阎王_技能2_等级2_共鸣6	31	621	2	主动技			6	0	2	3	TRUE				友方	选择单体	治疗
阎王_技能2_等级1_觉醒_共鸣6	31	3620	2	主动技			6	3	1	4	TRUE				友方	选择单体	治疗
阎王_技能2_等级2_觉醒_共鸣6	31	3621	2	主动技			6	3	2	3	TRUE				友方	选择单体	治疗
阎王_技能3_等级1	31	30	3	主动技	群攻		0	0	1	5					敌方	直接释放	伤害效果
阎王_技能3_等级2	31	31	3	主动技	群攻		0	0	2	5					敌方	直接释放	伤害效果
阎王_技能3_等级3	31	32	3	主动技	群攻		0	0	3	5					敌方	直接释放	伤害效果
阎王_技能3_等级4	31	33	3	主动技	群攻		0	0	4	5					敌方	直接释放	伤害效果
阎王_技能3_等级5	31	34	3	主动技	群攻		0	0	5	5					敌方	直接释放	伤害效果
阎王_技能3_等级6	31	35	3	主动技	群攻		0	0	6	4					敌方	直接释放	伤害效果
阎王_技能3_等级1_共鸣1	31	130	3	主动技	群攻		1	0	1	5					敌方	直接释放	伤害效果
阎王_技能3_等级2_共鸣1	31	131	3	主动技	群攻		1	0	2	5					敌方	直接释放	伤害效果
阎王_技能3_等级3_共鸣1	31	132	3	主动技	群攻		1	0	3	5					敌方	直接释放	伤害效果
阎王_技能3_等级4_共鸣1	31	133	3	主动技	群攻		1	0	4	5					敌方	直接释放	伤害效果
阎王_技能3_等级5_共鸣1	31	134	3	主动技	群攻		1	0	5	5					敌方	直接释放	伤害效果
阎王_技能3_等级6_共鸣1	31	135	3	主动技	群攻		1	0	6	4					敌方	直接释放	伤害效果
六耳猕猴_技能1_等级1	32	10	1	主动技	单体		0	0	1	0					敌方	选择单体	伤害效果
六耳猕猴_技能1_等级2	32	11	1	主动技	单体		0	0	2	0					敌方	选择单体	伤害效果
六耳猕猴_技能1_等级3	32	12	1	主动技	单体		0	0	3	0					敌方	选择单体	伤害效果
六耳猕猴_技能1_等级4	32	13	1	主动技	单体		0	0	4	0					敌方	选择单体	伤害效果
六耳猕猴_技能2_等级1	32	20	2	主动技	单体		0	0	1	4	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级2	32	21	2	主动技	单体		0	0	2	4	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级3	32	22	2	主动技	单体		0	0	3	4	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级4	32	23	2	主动技	单体		0	0	4	4	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级5	32	24	2	主动技	单体		0	0	5	3	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级1_觉醒	32	3020	2	主动技	单体		0	3	1	4	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级2_觉醒	32	3021	2	主动技	单体		0	3	2	4	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级3_觉醒	32	3022	2	主动技	单体		0	3	3	4	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级4_觉醒	32	3023	2	主动技	单体		0	3	4	4	TRUE				敌方	选择单体	伤害
六耳猕猴_技能2_等级5_觉醒	32	3024	2	主动技	单体		0	3	5	3	TRUE				敌方	选择单体	伤害
六耳猕猴_技能3_等级1	32	30	3	主动技	单体		0	0	1	4					敌方	选择单体	伤害
六耳猕猴_技能3_等级2	32	31	3	主动技	单体		0	0	2	4					敌方	选择单体	伤害
六耳猕猴_技能3_等级3	32	32	3	主动技	单体		0	0	3	4					敌方	选择单体	伤害
六耳猕猴_技能3_等级4	32	33	3	主动技	单体		0	0	4	4					敌方	选择单体	伤害
六耳猕猴_技能3_等级5	32	34	3	主动技	单体		0	0	5	4					敌方	选择单体	伤害
六耳猕猴_技能3_等级6	32	35	3	主动技	单体		0	0	6	3					敌方	选择单体	伤害
六耳猕猴_技能3_等级1_共鸣1	32	130	3	主动技	单体		1	0	1	4					敌方	选择单体	伤害
